"rank","business_name","telephone","business_page","category","website","rating","street","locality","region","zipcode","listing_url"
"166. ","Zasa's Pizza & Wings Mother Road Market","(918) 240-1970","https://www.yellowpages.com/tulsa-ok/mip/zasas-pizza-wings-mother-road-market-547730679","Restaurants,Pizza,American Restaurants","https://www.andopizza.com","","1124 S Lewis Ave","Tulsa","OK","74104","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"167. ","Bodhi's Bowl","(918) 928-1357","https://www.yellowpages.com/tulsa-ok/mip/bodhis-bowl-548580628","Restaurants,American Restaurants,Take Out Restaurants","http://www.bodhisbowl.com","","1124 S Lewis Ave","Tulsa","OK","74104","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"168. ","Big Dipper Creamery at Mother Road Market","(918) 230-1341","https://www.yellowpages.com/tulsa-ok/mip/big-dipper-creamery-at-mother-road-market-551303696","Restaurants,American Restaurants,Ice Cream & Frozen Desserts","https://www.bigdipperok.com","","1124 S Lewis Ave","Tulsa","OK","74104","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"169. ","Metropolis Cheesesteaks","(918) 240-1970","https://www.yellowpages.com/tulsa-ok/mip/metropolis-cheesesteaks-569306463","Restaurants,American Restaurants,Italian Restaurants","https://metropolisstreetfood.com","","1124 S Lewis Ave","Tulsa","OK","74104","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"170. ","Olive Garden Italian Restaurant","(918) 877-3954","https://www.yellowpages.com/tulsa-ok/mip/olive-garden-italian-restaurant-574933313","Restaurants,Italian Restaurants,Family Style Restaurants","https://www.olivegarden.com/locations/ok/tulsa/tulsa-utica-square/6499","","2033 S Utica Ave","Tulsa","OK","74104","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"171. ","Grillkitchens.com","(918) 665-2314","https://www.yellowpages.com/tulsa-ok/mip/grillkitchens-com-468995106","Restaurants,Barbecue Restaurants","http://hastybake.com","","1313 S Lewis Ave","Tulsa","OK","74104","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"172. ","Bar Serra","(918) 727-7227","https://www.yellowpages.com/tulsa-ok/mip/bar-serra-571631776","Restaurants,American Restaurants,Bars","http://barserra.com","","1876 Utica Sq Ste 2E","Tulsa","OK","74114","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"173. ","Umami Fries","(918) 938-9428","https://www.yellowpages.com/tulsa-ok/mip/umami-fries-547692833","Restaurants,Asian Restaurants","http://www.facebook.com/umamifries","","1124 South Lewis  Suite 107","Tulsa","OK","74104","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"174. ","Mazzios Italian Eatery","(918) 664-4444","https://www.yellowpages.com/tulsa-ok/mip/mazzios-italian-eatery-481097107","Restaurants,Italian Restaurants,Pizza","https://www.mazzios.com","","3024 E 11th St","Tulsa","OK","74104","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"175. ","Jimmy's Chophouse","(918) 236-0560","https://www.yellowpages.com/tulsa-ok/mip/jimmys-chophouse-574548794","Restaurants,Steak Houses","http://www.jimmyschophouse.com","","3348 S Peoria Ave","Tulsa","OK","74105","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"176. ","Oren","(918) 764-9699","https://www.yellowpages.com/tulsa-ok/mip/oren-538477703","Restaurants,American Restaurants,Health Food Restaurants","http://www.orenrestaurant.com","","3509 S Peoria Ave","Tulsa","OK","74105","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"177. ","Mazzios Italian Eatery","(918) 664-4444","https://www.yellowpages.com/tulsa-ok/mip/mazzios-italian-eatery-471096403","Restaurants,Italian Restaurants,Pizza","https://www.mazzios.com","","3313 E Admiral Pl","Tulsa","OK","74115","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"178. ","Mazzios Italian Eatery","(918) 664-4444","https://www.yellowpages.com/tulsa-ok/mip/mazzios-italian-eatery-471106971","Restaurants,Italian Restaurants,Pizza","https://www.mazzios.com","","4205 S Peoria Ave","Tulsa","OK","74105","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"179. ","Zaxby's","(539) 215-3175","https://www.yellowpages.com/tulsa-ok/mip/zaxbys-539001016","Restaurants,Chicken Restaurants,Take Out Restaurants","https://www.zaxbys.com/locations/ok/tulsa/1717-s-yale-ave","","1717 S Yale Ave","Tulsa","OK","74112","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"180. ","100C Grill & Hot Pot","(918) 292-8819","https://www.yellowpages.com/tulsa-ok/mip/100c-grill-hot-pot-552194822","Restaurants,Barbecue Restaurants,Chinese Restaurants","https://www.grillhotpot.com","","1931 S Yale Ave","Tulsa","OK","74112","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=6"
"181. ","Mazzios Italian Eatery","(918) 664-4444","https://www.yellowpages.com/tulsa-ok/mip/mazzios-italian-eatery-473751213","Restaurants,Italian Restaurants,Pizza","https://www.mazzios.com","","1723 W 51st St","Tulsa","OK","74107","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"182. ","Leon's Smoke Shack BBQ","(918) 798-7907","https://www.yellowpages.com/tulsa-ok/mip/leons-smoke-shack-bbq-506291642","Restaurants,Barbecue Restaurants,American Restaurants","http://leonssmokeshackbarbeque.godaddysites.com/menu","","601 S Sheridan Rd","Tulsa","OK","74112","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"183. ","Miami Nights Cuban Restaurant","(918) 835-4522","https://www.yellowpages.com/tulsa-ok/mip/miami-nights-cuban-restaurant-534777866","Restaurants,Cuban Restaurants,Caribbean Restaurants","","","6510 E 21st St","Tulsa","OK","74129","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"184. ","The Bros. Houligan","(918) 254-1086","https://www.yellowpages.com/tulsa-ok/mip/the-bros-houligan-546289273","Restaurants,American Restaurants,Steak Houses","https://www.broshouligan.com","","4848 S Yale Ave","Tulsa","OK","74135","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"185. ","Rendang & Co Indonesian Bistro","(918) 551-6099","https://www.yellowpages.com/tulsa-ok/mip/rendang-co-indonesian-bistro-548353585","Restaurants,Asian Restaurants","http://www.rendangandco.com","","5083 E 51st St","Tulsa","OK","74135","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"186. ","Cyrus Steakhouse Tulsa","(918) 622-4000","https://www.yellowpages.com/tulsa-ok/mip/cyrus-steakhouse-tulsa-547491494","Restaurants,Steak Houses,Bars","https://www.cyrussteakhouse.com","","3332 S 79th East Ave","Tulsa","OK","74145","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"187. ","Cinnaholic","(918) 928-5756","https://www.yellowpages.com/tulsa-ok/mip/cinnaholic-557927988","Restaurants,Coffee Shops,Bakeries","https://www.cinnaholictulsa.com","","7380 S Olympia Ave","Tulsa","OK","74132","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"188. ","Mahogany Prime Steakhouse","(918) 494-4043","https://www.yellowpages.com/tulsa-ok/mip/mahogany-prime-steakhouse-556334493","Restaurants,Steak Houses,American Restaurants","http://mahoganyprimesteakhouse.com/locations/mahogany-tulsa","","4840 E 61st St","Tulsa","OK","74136","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"189. ","Billy Sims BBQ","(918) 270-1978","https://www.yellowpages.com/tulsa-ok/mip/billy-sims-bbq-574987446","Restaurants,Barbecue Restaurants","https://billysimsbbq.com","","6125 S Sheridan Rd Ste G","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"190. ","Itr on the Hill","(918) 524-0063","https://www.yellowpages.com/tulsa-ok/mip/itr-on-the-hill-561601007","Restaurants,Sushi Bars,Japanese Restaurants","https://www.intherawsushi.com/on-the-hill","","6151 S Sheridan Rd","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"191. ","Abuelo's Mexican Restaurant","(918) 445-7257","https://www.yellowpages.com/tulsa-ok/mip/abuelos-mexican-restaurant-556337006","Restaurants,Mexican Restaurants,Bar & Grills","https://www.abuelos.com/restaurants/tulsa-81st","","1531 W 81st St","Tulsa","OK","74132","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"192. ","Sushifork","(918) 445-6270","https://www.yellowpages.com/tulsa-ok/mip/sushifork-530987140","Restaurants,Sushi Bars,Japanese Restaurants","http://www.sushifork.com","","8115 S Olympia Ave","Tulsa","OK","74132","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"193. ","Texas Roadhouse","(918) 445-7427","https://www.yellowpages.com/tulsa-ok/mip/texas-roadhouse-526699542","Restaurants,Barbecue Restaurants,American Restaurants","https://www.texasroadhouse.com/locations/oklahoma/tulsa-s-olympia-ave?utm_source=listing&utm_medium=search","","8204 S Olympia Ave","Tulsa","OK","74132","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"194. ","Taziki's Mediterranean Cafe - 71st and Yale","(918) 986-8291","https://www.yellowpages.com/tulsa-ok/mip/tazikis-mediterranean-cafe-71st-and-yale-524111252","Restaurants,Mediterranean Restaurants,Take Out Restaurants","http://tazikiscafe.com/location/tulsa","","4929 E 71st St","Tulsa","OK","74136","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"195. ","DayBreak","(918) 296-9960","https://www.yellowpages.com/tulsa-ok/mip/daybreak-563385938","Restaurants,American Restaurants","https://daybreak.cafe","","8178 S Lewis Ave  Plaza Shopping Center","Tulsa","OK","74137","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"196. ","Margaritaville Tulsa","(918) 995-8080","https://www.yellowpages.com/tulsa-ok/mip/margaritaville-tulsa-530585688","Restaurants,American Restaurants,Take Out Restaurants","http://www.margaritaville.com/restaurants.html","","8330 Riverside Pkwy","Tulsa","OK","74137","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"197. ","Ruth's Chris Steak House","(918) 995-8600","https://www.yellowpages.com/tulsa-ok/mip/ruths-chris-steak-house-533398401","Restaurants,Steak Houses,Fine Dining Restaurants","https://www.ruthschris.com/locations/ok/tulsa/tulsa/7389","","8330 Riverside Pkwy","Tulsa","OK","74137","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"198. ","Rain Bay Cafe","(918) 299-8518","https://www.yellowpages.com/tulsa-ok/mip/rain-bay-cafe-572781770","Restaurants,Family Style Restaurants,American Restaurants","https://www.riverspirittulsa.com/dining-nightlife/rain-bay-cafe","","8330 Riverside Pkwy","Tulsa","OK","74137","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"199. ","Champs Chicken","(918) 851-5342","https://www.yellowpages.com/tulsa-ok/mip/champs-chicken-557621923","Restaurants,Chicken Restaurants,Barbecue Restaurants","https://champschicken.com","","3800 N Mingo Rd","Tulsa","OK","74116","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"200. ","Mazzios Italian Eatery","(918) 664-4444","https://www.yellowpages.com/tulsa-ok/mip/mazzios-italian-eatery-514685651","Restaurants,Italian Restaurants,Pizza","https://www.mazzios.com","","1115 S Garnett Rd","Tulsa","OK","74128","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"201. ","Bravos Mexican Grill","(918) 576-7003","https://www.yellowpages.com/tulsa-ok/mip/bravos-mexican-grill-550600715","Restaurants,Mexican Restaurants,American Restaurants","https://www.facebook.com/bravosmexicangrill01","","6104 E 71st St","Tulsa","OK","74136","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"202. ","Mazzios Italian Eatery","(918) 664-4444","https://www.yellowpages.com/tulsa-ok/mip/mazzios-italian-eatery-574522987","Restaurants,Italian Restaurants,Pizza","https://www.mazzios.com","","6002 S Memorial Dr","Tulsa","OK","74145","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"203. ","Zaxby's","(918) 551-7488","https://www.yellowpages.com/tulsa-ok/mip/zaxbys-522066563","Restaurants,Chicken Restaurants,Take Out Restaurants","https://www.zaxbys.com/locations/ok/tulsa/10801-e-31st-st","","10801 E 31st St","Tulsa","OK","74146","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"204. ","Smitty's Garage Burgers & Beer","(918) 584-8484","https://www.yellowpages.com/tulsa-ok/mip/smittys-garage-burgers-beer-534783738","Restaurants,Hamburgers & Hot Dogs,American Restaurants","http://eatatthegarage.com","","7104 S Sheridan Rd","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"205. ","Mazzios Italian Eatery","(918) 664-4444","https://www.yellowpages.com/tulsa-ok/mip/mazzios-italian-eatery-471096437","Restaurants,Italian Restaurants,Pizza","https://www.mazzios.com","","8052 S Yale Ave","Tulsa","OK","74136","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"206. ","HuHot Mongolian Grill","(918) 459-5346","https://www.yellowpages.com/tulsa-ok/mip/huhot-mongolian-grill-465512918","Restaurants,Asian Restaurants","http://www.huhot.com","","6746 S Memorial Dr","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"207. ","F's Hawaiian Food","(918) 900-1973","https://www.yellowpages.com/tulsa-ok/mip/fs-hawaiian-food-573707236","Restaurants,Hawaiian Restaurants,Japanese Restaurants","https://fs-hawaiian-food.com/?y_source=1_NTM2NjMyMDAtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D","","6837 S Memorial Dr Ste D","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"208. ","Texas de Brazil - Tulsa","(918) 921-7994","https://www.yellowpages.com/tulsa-ok/mip/texas-de-brazil-tulsa-527753348","Restaurants,Brazilian Restaurants,Bar & Grills","https://texasdebrazil.com/locations/tulsa/?utm_source=extnet&utm_medium=yext&y_source=1_NDg4MzA3MTYtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D","","7021 S Memorial Dr Ste 176","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"209. ","The Cookhouse","(918) 286-8962","https://www.yellowpages.com/tulsa-ok/mip/the-cookhouse-526654315","Restaurants,Coffee Shops,American Restaurants","https://www.facebook.com/thecookhousetulsa","","9705 E 61st St","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"210. ","Pho V-Nam & Banh Mi","(918) 994-6011","https://www.yellowpages.com/tulsa-ok/mip/pho-v-nam-banh-mi-551059362","Restaurants,Vietnamese Restaurants,Asian Restaurants","","","8240 E 71st St","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=7"
"211. ","Denny's","(918) 437-5800","https://www.yellowpages.com/tulsa-ok/mip/dennys-573553510","Restaurants,Breakfast, Brunch & Lunch Restaurants,American Restaurants","https://locations.dennys.com/OK/TULSA/248594","","121 N 129th Ave E","Tulsa","OK","74116","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"212. ","Wang Wang Chinese Food","(918) 296-7771","https://www.yellowpages.com/tulsa-ok/mip/wang-wang-chinese-food-460118931","Restaurants,Chinese Restaurants,Asian Restaurants","http://www.wangwangtulsaok.com","","9521 Riverside Pkwy Ste D","Tulsa","OK","74137","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"213. ","Black Bear Diner","(918) 459-8711","https://www.yellowpages.com/tulsa-ok/mip/black-bear-diner-546048741","Restaurants,American Restaurants,Breakfast, Brunch & Lunch Restaurants","https://blackbeardiner.com/location/tulsa","","9026 E 71st St","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"214. ","Jimmy's New York Pizzeria","(918) 252-0333","https://www.yellowpages.com/tulsa-ok/mip/jimmys-new-york-pizzeria-540146018","Restaurants,Italian Restaurants,Pizza","http://jimmysnewyorkpizzeria.com","","7123 S 92nd East Ave","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"215. ","Yokozuna","(918) 619-6271","https://www.yellowpages.com/tulsa-ok/mip/yokozuna-495985518","Restaurants,Sushi Bars,Japanese Restaurants","http://yokozunasushi.com","","9146 S Yale Ave Ste 100","Tulsa","OK","74137","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"216. ","Zaxby's","(918) 893-2277","https://www.yellowpages.com/tulsa-ok/mip/zaxbys-506524721","Restaurants,Chicken Restaurants,Take Out Restaurants","https://www.zaxbys.com/locations/ok/tulsa/6995-s-mingo-rd","","6995 S Mingo Rd","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"217. ","Smashburger","(918) 307-0380","https://www.yellowpages.com/tulsa-ok/mip/smashburger-456222548","Restaurants,Hamburgers & Hot Dogs,American Restaurants","https://smashburger.com/locations/us/ok/tulsa/10830-e-71st-st?utm_medium=organic&utm_source=local&utm_campaign=yextpowerlistings&utm_content=website&utm_term=1039","","10830 E 71st St","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"218. ","The Big Biscuit","(918) 957-5163","https://www.yellowpages.com/tulsa-ok/mip/the-big-biscuit-562104023","Restaurants,Breakfast, Brunch & Lunch Restaurants,American Restaurants","http://bigbiscuit.com/shop","","8920 S Memorial Dr","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"219. ","Slim Chickens","(539) 367-1001","https://www.yellowpages.com/tulsa-ok/mip/slim-chickens-556914309","Restaurants,American Restaurants,Barbecue Restaurants","https://slimchickens.com","","11012 E 81st St","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"220. ","Pei Wei Asian Kitchen","(918) 254-2151","https://www.yellowpages.com/tulsa-ok/mip/pei-wei-asian-kitchen-483427397","Restaurants,Asian Restaurants,Chinese Restaurants","https://www.peiwei.com/oklahoma/243-tulsa","","10005 S Memorial Dr Ste 10","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"221. ","Zasa's Pizza & Wings","(918) 921-9434","https://www.yellowpages.com/tulsa-ok/mip/zasas-pizza-wings-564770596","Restaurants,Pizza,American Restaurants","https://zasaspizza.com","","10025 S Memorial Dr Unit B","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"222. ","IHOP","(918) 970-4776","https://www.yellowpages.com/tulsa-ok/mip/ihop-515775547","Restaurants,Breakfast, Brunch & Lunch Restaurants,American Restaurants","https://restaurants.ihop.com/en-us/ok/tulsa/breakfast-8222-e-103rd-st-south-3528","","8222 E 103rd St Ste 100","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"223. ","Hideaway Pizza","(918) 366-4777","https://www.yellowpages.com/tulsa-ok/mip/hideaway-pizza-540907122","Restaurants,Pizza,Bars","http://www.hideawaypizza.com","","10461 S Memorial Dr","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"224. ","Society Burger","(918) 615-6970","https://www.yellowpages.com/tulsa-ok/mip/society-burger-550640503","Restaurants,American Restaurants,Take Out Restaurants","https://societyburger.com","","9999 S Mingo Rd Ste A","Tulsa","OK","74133","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"225. ","Tabouli's","(918) 599-8220","https://www.yellowpages.com/tulsa-ok/mip/taboulis-6378211","Restaurants,Middle Eastern Restaurants,Family Style Restaurants","https://www.facebook.com/taboulisgreekrestaurant","","414 S Main St","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"226. ","Wiz Hot Dog Co.","(918) 764-8887","https://www.yellowpages.com/tulsa-ok/mip/wiz-hot-dog-co-571733350","Restaurants,American Restaurants","https://wizhotdogco.com","","3 E 5th St","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"227. ","Kai Vietnamese Cuisine","(918) 582-0200","https://www.yellowpages.com/tulsa-ok/mip/kai-vietnamese-cuisine-551946688","Restaurants,Vietnamese Restaurants,Asian Restaurants","","","201 W 5th St","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"228. ","Bourbon Street Cafe","(918) 583-5555","https://www.yellowpages.com/tulsa-ok/mip/bourbon-street-cafe-570734384","Restaurants,American Restaurants,Creole & Cajun Restaurants","https://www.bourbonstreetcafe.com","","211 E 2nd St","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"229. ","Coney Island Hot Weiners","(918) 587-2821","https://www.yellowpages.com/tulsa-ok/mip/coney-island-hot-weiners-506471675","Restaurants,American Restaurants","https://www.coneyislandhotweiners.com","","107 N Boulder Ave","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"230. ","Poke Bowl Love","(918) 301-0730","https://www.yellowpages.com/tulsa-ok/mip/poke-bowl-love-541840064","Restaurants,Sushi Bars,Asian Restaurants","","","522 S Boston Ave","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"231. ","Laffa Medi Eastern Restaurant & Bar","(918) 728-3147","https://www.yellowpages.com/tulsa-ok/mip/laffa-medi-eastern-restaurant-bar-485833679","Restaurants,Family Style Restaurants","http://www.laffatulsa.com","","111 N Main St","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"232. ","Amelia's Wood Fired Cuisine","(918) 728-2435","https://www.yellowpages.com/tulsa-ok/mip/amelias-wood-fired-cuisine-536617224","Restaurants,American Restaurants","http://amelias.us","","122 N Boston Ave","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"233. ","Tortuga Tiki","(918) 794-9422","https://www.yellowpages.com/tulsa-ok/mip/tortuga-tiki-504607549","Restaurants,Barbecue Restaurants,Bars","","","209 N Boulder Ave","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"234. ","La Tertulia","(539) 525-0853","https://www.yellowpages.com/tulsa-ok/mip/la-tertulia-558919353","Restaurants,American Restaurants,Mexican Restaurants","http://www.latertuliarestaurant.com","","311 E 2nd St","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"235. ","Peacemaker Lobster & Crab Co.","(918) 551-6781","https://www.yellowpages.com/tulsa-ok/mip/peacemaker-lobster-crab-co-545848376","Restaurants,Seafood Restaurants,American Restaurants","http://www.peacemakerlobstercrab.com/tulsa","","313 E 2nd St","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"236. ","Lone Wolf Banh Mi","(918) 728-7778","https://www.yellowpages.com/tulsa-ok/mip/lone-wolf-banh-mi-542388011","Restaurants,Vietnamese Restaurants,Asian Restaurants","http://www.lonewolftulsa.com","","203 E Archer St","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"237. ","Shuffles: Board Game Cafe","(918) 728-7252","https://www.yellowpages.com/tulsa-ok/mip/shuffles-board-game-cafe-548375872","Restaurants,American Restaurants,Bars","http://www.shufflestulsa.com","","207 E Archer St","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"238. ","The Bull in the Alley","(918) 949-9803","https://www.yellowpages.com/tulsa-ok/mip/the-bull-in-the-alley-525973059","Restaurants,American Restaurants,Steak Houses","http://www.bullinthealley.com","","201 N Main St","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"239. ","The Boulder Grill","(918) 585-5898","https://www.yellowpages.com/tulsa-ok/mip/the-boulder-grill-466059950","Restaurants,American Restaurants,Bars","https://www.choicehotels.com/en-ca/oklahoma/tulsa/ascend-hotels/ok001","","17 W 7th St","Tulsa","OK","74119","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"240. ","Ripley's Bar & Grill","(918) 576-6373","https://www.yellowpages.com/tulsa-ok/mip/ripleys-bar-grill-553174112","Restaurants,Barbecue Restaurants,Bars","","","112 S Elgin Ave","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=8"
"241. ","Dos Bandidos","(918) 340-5533","https://www.yellowpages.com/tulsa-ok/mip/dos-bandidos-543924325","Restaurants,American Restaurants,Mexican Restaurants","http://www.facebook.com/DosBandidosBixby","","109 N Detroit Ave","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"242. ","The Spaghetti Warehouse","(918) 584-7363","https://www.yellowpages.com/tulsa-ok/mip/the-spaghetti-warehouse-575048489","Restaurants,Italian Restaurants,Banquet Halls & Reception Facilities","http://meatballs.com","","221 E Reconciliation Way","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"243. ","The Spaghetti Warehouse","(918) 587-4440","https://www.yellowpages.com/tulsa-ok/mip/the-spaghetti-warehouse-6193835","Restaurants,Italian Restaurants","http://www.meatballs.com","","221 E Brady St","Tulsa","OK","74103","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
"244. ","In The Raw Rooftop","(918) 779-7600","https://www.yellowpages.com/tulsa-ok/mip/in-the-raw-rooftop-557200681","Restaurants,Sushi Bars,Japanese Restaurants","https://www.intherawsushi.com/itr-vu","","110 N Elgin Ave","Tulsa","OK","74120","https://www.yellowpages.com/search?search_terms=restaurants&geo_location_terms=Tulsa,ok&page=9"
